holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,54438.32,NS,USD,54438.32,1.95,Long,STIV,RF,US,N,1,N,N,N
FLNG,FLEX LNG Ltd,21380084THHU3MPC3647,FLEX LNG Ltd,N/A,BMG359472021,FLNG,1320,NS,USD,40075.2,1.43,Long,EC,CORP,BM,N,1,N,N,N
FRO,Frontline PLC,5493004BCIKYU1YL3H63,Frontline PLC,N/A,CY0200352116,FRO,1892,NS,USD,78669.36,2.81,Long,EC,CORP,NO,N,1,N,N,N
GASS,StealthGas Inc,549300JCJUO3WBVVKJ89,StealthGas Inc,N/A,MHY816691064,GASS,3146,NS,USD,26583.7,0.95,Long,EC,CORP,GR,N,1,N,N,N
GLNG,Golar LNG Ltd,213800C2VSFZG3EZLO34,Golar LNG Ltd,N/A,BMG9456A1009,GLNG,1298,NS,USD,65873.5,2.35,Long,EC,CORP,BM,N,1,N,N,N
GNK,Genco Shipping & Trading Ltd,5493003MBZ5GU8QHXZ58,Genco Shipping & Trading Ltd,N/A,MHY2685T1313,GNK,1672,NS,USD,39409.04,1.41,Long,EC,CORP,US,N,1,N,N,N
GSL,Global Ship Lease Inc,254900GLZ0J5N8UZM071,Global Ship Lease Inc,N/A,MHY271836006,GSL,1144,NS,USD,43838.08,1.57,Long,EC,CORP,GB,N,1,N,N,N
GXO,GXO Logistics Inc,5493007CNWMXN78JRN66,GXO Logistics Inc,36262G101,US36262G1013,GXO,1254,NS,USD,62361.42,2.23,Long,EC,CORP,US,N,1,N,N,N
HAFN,Hafnia Ltd,5493001KCFT0SCGJ2647,Hafnia Ltd,N/A,SGXZ53070850,HAFN,6116,NS,USD,46420.44,1.66,Long,EC,CORP,SG,N,1,N,N,N
HSHP,Himalaya Shipping Ltd,984500D86FFE5EYE7988,Himalaya Shipping Ltd,N/A,BMG4660A1036,HSHP,2640,NS,USD,37831.2,1.35,Long,EC,CORP,BM,N,1,N,N,N
INSW,International Seaways Inc,549300YUFDGFRNGBWF46,International Seaways Inc,N/A,MHY410531021,INSW,770,NS,USD,68075.7,2.43,Long,EC,CORP,US,N,1,N,N,N
JBHT,JB Hunt Transport Services Inc,549300XCD1MPI1C5GK90,JB Hunt Transport Services Inc,445658107,US4456581077,JBHT,374,NS,USD,102281.52,3.66,Long,EC,CORP,US,N,1,N,N,N
KNOP,KNOT Offshore Partners LP,549300RM8O2QLS7ZQN07,KNOT Offshore Partners LP,N/A,MHY481251012,KNOP,2838,NS,USD,29486.82,1.05,Long,EC,CORP,GB,N,1,N,N,N
LPG,Dorian LPG Ltd,549300WP1W2WGMC7F395,Dorian LPG Ltd,N/A,MHY2106R1100,LPG,1210,NS,USD,48387.9,1.73,Long,EC,CORP,US,N,1,N,N,N
MATX,Matson Inc,549300OI5H3Y0I9I4I12,Matson Inc,57686G105,US57686G1058,MATX,396,NS,USD,77944.68,2.79,Long,EC,CORP,US,N,1,N,N,N
NAT,Nordic American Tankers Ltd,213800W4T8AMPKIPIU94,Nordic American Tankers Ltd,N/A,BMG657731060,NAT,7920,NS,USD,49183.2,1.76,Long,EC,CORP,NO,N,1,N,N,N
NVGS,Navigator Holdings Ltd,213800H7RVOFYARK2W19,Navigator Holdings Ltd,N/A,MHY621321089,NVGS,1650,NS,USD,36135,1.29,Long,EC,CORP,US,N,1,N,N,N
ODFL,Old Dominion Freight Line Inc,5299009TWK32WE417T96,Old Dominion Freight Line Inc,679580100,US6795801009,ODFL,550,NS,USD,120736,4.32,Long,EC,CORP,US,N,1,N,N,N
PANL,PANGAEA LOGISTICS SOLUTIONS LT,N/A,PANGAEA LOGISTICS SOLUTIONS LT,N/A,BMG6891L1054,PANL,3652,NS,USD,27390,0.98,Long,EC,CORP,US,N,1,N,N,N
SBLK,Star Bulk Carriers Corp,549300SO3FMK7H6DDY54,Star Bulk Carriers Corp,N/A,MHY8162K2046,SBLK,2244,NS,USD,59510.88,2.13,Long,EC,CORP,GR,N,1,N,N,N
SFL,SFL Corp Ltd,549300RLYYPSB0C7RH77,SFL Corp Ltd,N/A,BMG7738W1064,SFL,4004,NS,USD,45045,1.61,Long,EC,CORP,NO,N,1,N,N,N
SHIP,Seanergy Maritime Holdings Cor,213800S7JIZA8FZXF245,Seanergy Maritime Holdings Corp,N/A,MHY737604006,SHIP,1804,NS,USD,27312.56,0.98,Long,EC,CORP,GR,N,1,N,N,N
STNG,Scorpio Tankers Inc,549300NVJUH16NXG8K87,Scorpio Tankers Inc,N/A,MHY7542C1306,STNG,748,NS,USD,61672.6,2.20,Long,EC,CORP,MC,N,1,N,N,N
TEN,Tsakos Energy Navigation Ltd,549300IFUTS62LRRCU54,Tsakos Energy Navigation Ltd,N/A,BMG9108L1735,TEN,1012,NS,USD,40196.64,1.44,Long,EC,CORP,GR,N,1,N,N,N
TNK,Teekay Tankers Ltd,549300DE8ZAIYS2T6Q22,Teekay Tankers Ltd,N/A,BMG8726X1065,TNK,660,NS,USD,51202.8,1.83,Long,EC,CORP,CA,N,1,N,N,N
TRMD,TORM PLC,213800VL1H1ABVM1ZF63,TORM PLC,N/A,GB00BZ3CNK81,TRMD,1584,NS,USD,47947.68,1.71,Long,EC,CORP,GB,N,1,N,N,N
UPS,United Parcel Service Inc,D01LMJZU09ULLNCY6Z23,United Parcel Service Inc,911312106,US9113121068,UPS,1276,NS,USD,136838.24,4.89,Long,EC,CORP,US,N,1,N,N,N
XPO,XPO Inc,54930096DB9LCLPN7H13,XPO Inc,983793100,US9837931008,XPO,462,NS,USD,92949.78,3.32,Long,EC,CORP,US,N,1,N,N,N
ZIM,ZIM Integrated Shipping Servic,21380089EIJRELKAIL21,ZIM Integrated Shipping Services Ltd,N/A,IL0065100930,ZIM,2266,NS,USD,57261.82,2.05,Long,EC,CORP,IL,N,1,N,N,N
