holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund
JPM,JPMORGAN CHASE & CO.,8I5DZWZKVSZI1NUHU748,JPMORGAN CHASE & CO.,46625H100,US46625H1005,JPM,418,NS,USD,138558.64,9.56,Long,EC,CORP,US,N,1,N,N,N
KKR,KKR & Co Inc,54930013V5I303TF9571,KKR & Co Inc,48251W104,US48251W1045,KKR,286,NS,USD,27713.4,1.91,Long,EC,CORP,US,N,1,N,N,N
L,Loews Corp,R8V1FN4M5ITGZOG7BS19,Loews Corp,540424108,US5404241086,L,132,NS,USD,14273.16,0.98,Long,EC,CORP,US,N,1,N,N,N
LAZ,Lazard Inc,254900RIBCDJSUFG1A11,Lazard Inc,52110M109,US52110M1099,LAZ,132,NS,USD,5761.8,0.40,Long,EC,CORP,US,N,1,N,N,N
MC,Moelis & Co,549300891QNU7VTQUR83,Moelis & Co,60786M105,US60786M1053,MC,88,NS,USD,5890.72,0.41,Long,EC,CORP,US,N,1,N,N,N
MCO,Moody's Corp,549300GCEDD8YCF5WU84,Moody's Corp,615369105,US6153691059,MCO,66,NS,USD,29523.78,2.04,Long,EC,CORP,US,N,1,N,N,N
MDB,MongoDB Inc,549300TPTG69WKWE1Z37,MongoDB Inc,60937P106,US60937P1066,MDB,55,NS,USD,17553.8,1.21,Long,EC,CORP,US,N,1,N,N,N
MET,MetLife Inc,C4BXATY60WC6XEOZDX54,MetLife Inc,59156R108,US59156R1086,MET,286,NS,USD,25042.16,1.73,Long,EC,CORP,US,N,1,N,N,N
MKTX,MarketAxess Holdings Inc,5493002U1CA1XJOVID83,MarketAxess Holdings Inc,57060D108,US57060D1081,MKTX,44,NS,USD,5153.28,0.36,Long,EC,CORP,US,N,1,N,N,N
MRSH,Marsh & McLennan Cos Inc,549300XMP3KDCKJXIU47,Marsh & McLennan Cos Inc,571748102,US5717481023,MRSH,198,NS,USD,31703.76,2.19,Long,EC,CORP,US,N,1,N,N,N
MS,Morgan Stanley,IGJSJL3JD5P30I6NJZ34,Morgan Stanley,617446448,US6174464486,MS,308,NS,USD,69943.72,4.83,Long,EC,CORP,US,N,1,N,N,N
MSCI,MSCI Inc,549300HTIN2PD78UB763,MSCI Inc,55354G100,US55354G1004,MSCI,44,NS,USD,25557.4,1.76,Long,EC,CORP,US,N,1,N,N,N
MSGS,Madison Square Garden Sports C,N/A,Madison Square Garden Sports Corp,55825T103,US55825T1034,MSGS,22,NS,USD,8152.98,0.56,Long,EC,CORP,US,N,1,N,N,N
NDAQ,Nasdaq Inc,549300L8X1Q78ERXFD06,Nasdaq Inc,631103108,US6311031081,NDAQ,275,NS,USD,22717.75,1.57,Long,EC,CORP,US,N,1,N,N,N
NLY,Annaly Capital Management Inc,2DTL0G3FPRYUT58TI025,Annaly Capital Management Inc,035710839,US0357108390,NLY,583,NS,USD,12919.28,0.89,Long,EC,CORP,US,N,1,N,N,N
NWSA,News Corp,549300ITS31QK8VRBQ14,News Corp,65249B109,US65249B1098,NWSA,374,NS,USD,9204.14,0.64,Long,EC,CORP,US,N,1,N,N,N
NYT,New York Times Co/The,529900J1WEMMIW7BOH57,New York Times Co/The,650111107,US6501111073,NYT,143,NS,USD,10307.44,0.71,Long,EC,CORP,US,N,1,N,N,N
OMC,Omnicom Group Inc,HKUPACFHSSASQK8HLS17,Omnicom Group Inc,681919106,US6819191064,OMC,209,NS,USD,15162.95,1.05,Long,EC,CORP,US,N,1,N,N,N
OWL,Blue Owl Capital Inc,N/A,Blue Owl Capital Inc,09581B103,US09581B1035,OWL,781,NS,USD,7208.63,0.50,Long,EC,CORP,US,N,1,N,N,N
PFE,Pfizer Inc,765LHXWGK1KXCLTFYQ30,Pfizer Inc,717081103,US7170811035,PFE,1892,NS,USD,47451.36,3.27,Long,EC,CORP,US,N,1,N,N,N
PJT,PJT Partners Inc,549300W3WBEQUBKYTN87,PJT Partners Inc,69343T107,US69343T1079,PJT,33,NS,USD,5100.15,0.35,Long,EC,CORP,US,N,1,N,N,N
PSKY,Paramount Skydance Corp,529900B6VAJG54Y9QF02,Paramount Skydance Corp,69932A204,US69932A2042,PSKY,792,NS,USD,7832.88,0.54,Long,EC,CORP,US,N,1,N,N,N
RITM,Rithm Capital Corp,549300WNTHGEO5LP2G31,Rithm Capital Corp,64828T201,US64828T2015,RITM,704,NS,USD,6434.56,0.44,Long,EC,CORP,US,N,1,N,N,N
RL,Ralph Lauren Corp,HO1QNWM0IXBZ0QSMMO20,Ralph Lauren Corp,751212101,US7512121010,RL,33,NS,USD,13560.36,0.94,Long,EC,CORP,US,N,1,N,N,N
SNEX,StoneX Group Inc,549300JUF07L8VF02M60,StoneX Group Inc,861896108,US8618961085,SNEX,66,NS,USD,9160.14,0.63,Long,EC,CORP,US,N,1,N,N,N
SPGI,S&P Global Inc,Y6X4K52KMJMZE7I7MY94,S&P Global Inc,78409V104,US78409V1044,SPGI,99,NS,USD,40331.61,2.78,Long,EC,CORP,US,N,1,N,N,N
TPR,Tapestry Inc,549300LJNVY5SW3VTN33,Tapestry Inc,876030107,US8760301072,TPR,132,NS,USD,19694.4,1.36,Long,EC,CORP,US,N,1,N,N,N
TRV,Travelers Cos Inc/The,549300Y650407RU8B149,Travelers Cos Inc/The,89417E109,US89417E1091,TRV,99,NS,USD,30750.39,2.12,Long,EC,CORP,US,N,1,N,N,N
TW,Tradeweb Markets Inc,N/A,Tradeweb Markets Inc,892672106,US8926721064,TW,110,NS,USD,10802,0.75,Long,EC,CORP,US,N,1,N,N,N
VICI,VICI Properties Inc,254900RKH6RY9KCJQH63,VICI Properties Inc,925652109,US9256521090,VICI,682,NS,USD,17793.38,1.23,Long,EC,CORP,US,N,1,N,N,N
VIRT,Virtu Financial Inc,5493001OPW2K42CH3884,Virtu Financial Inc,928254101,US9282541013,VIRT,121,NS,USD,7515.31,0.52,Long,EC,CORP,US,N,1,N,N,N
VZ,Verizon Communications Inc,2S72QS2UO2OESLG6Y829,Verizon Communications Inc,92343V104,US92343V1044,VZ,1243,NS,USD,56382.48,3.89,Long,EC,CORP,US,N,1,N,N,N
WBD,Warner Bros Discovery Inc,5493006ZCRFWKF6B1K26,Warner Bros Discovery Inc,934423104,US9344231041,WBD,1122,NS,USD,30237.9,2.09,Long,EC,CORP,US,N,1,N,N,N
WPC,WP Carey Inc,54930042CRNE713E3Q67,WP Carey Inc,92936U109,US92936U1097,WPC,176,NS,USD,12571.68,0.87,Long,EC,CORP,US,N,1,N,N,N
