name,lei,title,cusip,isin,ticker,invCountry,assetCat,issuerCat
PACCAR Inc,N/A,PACCAR Inc,693718108,,PCAR,US,EC,CORP
Palantir Technologies Inc,549300UVN46B3BBDHO85,Palantir Technologies Inc,69608A108,US69608A1088,PLTR,US,EC,CORP
Palo Alto Networks Inc,N/A,Palo Alto Networks Inc,697435105,,PANW,US,EC,CORP
Public Storage,N/A,Public Storage,74460D109,,PSA,US,EC,CORP
Qnity Electronics Inc,N/A,Qnity Electronics Inc,74743L100,,Q,US,EC,CORP
Ralph Lauren Corp,HO1QNWM0IXBZ0QSMMO20,Ralph Lauren Corp,751212101,US7512121010,RL,US,EC,CORP
Regeneron Pharmaceuticals Inc,549300RCBFWIRX3HYQ56,Regeneron Pharmaceuticals Inc,75886F107,US75886F1075,REGN,US,EC,CORP
Robinhood Markets Inc,213800FS5AO3YWIE6F63,Robinhood Markets Inc,770700102,US7707001027,HOOD,US,EC,CORP
Rollins Inc,N/A,Rollins Inc,775711104,,ROL,US,EC,CORP
Ross Stores Inc,N/A,Ross Stores Inc,778296103,,ROST,US,EC,CORP
Salesforce Inc,RCGZFPDMRW58VJ54VR07,Salesforce Inc,79466L302,US79466L3024,CRM,US,EC,CORP
Charles Schwab Corp/The,N/A,Charles Schwab Corp/The,808513105,,SCHW,US,EC,CORP
Simon Property Group Inc,N/A,Simon Property Group Inc,828806109,,SPG,US,EC,CORP
Block Inc,549300OHIIUWSTIZME52,Block Inc,852234103,US8522341036,XYZ,US,EC,CORP
Steel Dynamics Inc,549300HGGKEL4FYTTQ83,Steel Dynamics Inc,858119100,US8581191009,STLD,US,EC,CORP
Stryker Corp,N/A,Stryker Corp,863667101,,SYK,US,EC,CORP
Super Micro Computer Inc,54930022CZO1N2UGVW07,Super Micro Computer Inc,86800U302,US86800U3023,SMCI,US,EC,CORP
TKO Group Holdings Inc,N/A,TKO Group Holdings Inc,87256C101,,TKO,US,EC,CORP
Tesla Inc,54930043XZGB27CTOV49,Tesla Inc,88160R101,US88160R1014,TSLA,US,EC,CORP
Texas Instruments Inc,N/A,Texas Instruments Inc,882508104,,TXN,US,EC,CORP
Texas Pacific Land Corp,N/A,Texas Pacific Land Corp,88262P102,,TPL,US,EC,CORP
TransDigm Group Inc,N/A,TransDigm Group Inc,893641100,,TDG,US,EC,CORP
Uber Technologies Inc,N/A,Uber Technologies Inc,90353T100,,UBER,US,EC,CORP
Veeva Systems Inc,549300YZEXPDB92M2F02,Veeva Systems Inc,922475108,US9224751084,VEEV,US,EC,CORP
Vertiv Holdings Co,N/A,Vertiv Holdings Co,92537N108,,VRT,US,EC,CORP
Workday Inc,549300J0DYC0N31V7G13,Workday Inc,98138H101,US98138H1014,WDAY,US,EC,CORP
Arch Capital Group Ltd,N/A,Arch Capital Group Ltd,N/A,,ACGL,US,EC,CORP
Carnival Corp Ltd,N/A,Carnival Corp Ltd,N/A,,CCL,BM,EC,CORP
Garmin Ltd,N/A,Garmin Ltd,N/A,,GRMN,US,EC,CORP
Royal Caribbean Cruises Ltd,N/A,Royal Caribbean Cruises Ltd,N/A,,RCL,US,EC,CORP
Seagate Technology Holdings PL,N/A,Seagate Technology Holdings PLC,N/A,,STX,US,EC,CORP
