holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund
MRVL,MARVELL TECHNOLOGY INC,254900WVU0BM7ZCJ9E93,MARVELL TECHNOLOGY INC,573874104,US5738741041,MRVL,43218,NS,USD,13305093.48,3.56,Long,EC,CORP,US,N,1,N,N,N
MTRN,Materion Corp,549300CJ5RI351SUYT02,Materion Corp,576690101,US5766901012,MTRN,2401,NS,USD,666709.68,0.18,Long,EC,CORP,US,N,1,N,N,N
MTSI,MACOM Technology Solutions Hol,N/A,MACOM Technology Solutions Holdings Inc,55405Y100,US55405Y1001,MTSI,28812,NS,USD,11417043.12,3.05,Long,EC,CORP,US,N,1,N,N,N
NOVT,Novanta Inc,N/A,Novanta Inc,67000B104,CA67000B1040,NOVT,40817,NS,USD,6353574.22,1.70,Long,EC,CORP,US,N,1,N,N,N
NVMI,Nova Ltd,529900B2DSWE5V3SC292,Nova Ltd,N/A,IL0010845571,NVMI,14406,NS,USD,8400138.6,2.25,Long,EC,CORP,IL,N,1,N,N,N
ONTO,Onto Innovation Inc,254900RXZVN73CHOO062,Onto Innovation Inc,683344105,US6833441057,ONTO,24010,NS,USD,8352358.7,2.23,Long,EC,CORP,US,N,1,N,N,N
OUST,Ouster Inc,N/A,Ouster Inc,68989M202,US68989M2026,OUST,139258,NS,USD,6639821.44,1.78,Long,EC,CORP,US,N,1,N,N,N
PDFS,PDF Solutions Inc,549300GMSP6MROFBI160,PDF Solutions Inc,693282105,US6932821050,PDFS,84035,NS,USD,5458073.25,1.46,Long,EC,CORP,US,N,1,N,N,N
PLAB,Photronics Inc,549300OK5JVNIBNY6F63,Photronics Inc,719405102,US7194051022,PLAB,88837,NS,USD,3025788.22,0.81,Long,EC,CORP,US,N,1,N,N,N
POET,POET Technologies Inc,529900HTWKO62IAAQD05,POET Technologies Inc,73044W302,CA73044W3021,POET,247303,NS,USD,2989893.27,0.80,Long,EC,CORP,CA,N,1,N,N,N
TDY,Teledyne Technologies Inc,549300VSMO9KYQWDND94,Teledyne Technologies Inc,879360105,US8793601050,TDY,4802,NS,USD,2961153.3,0.79,Long,EC,CORP,US,N,1,N,N,N
TSEM,Tower Semiconductor Ltd,54930086ZSNXZOUX0C54,Tower Semiconductor Ltd,N/A,IL0010823792,TSEM,9604,NS,USD,3043027.4,0.81,Long,EC,CORP,IL,N,1,N,N,N
TSM,Taiwan Semiconductor Manufactu,549300KB6NK5SBD14S87,Taiwan Semiconductor Manufacturing Co Ltd,874039100,US8740391003,TSM,76832,NS,USD,35932021.44,9.61,Long,EC,CORP,TW,N,1,N,N,N
UCTT,Ultra Clean Holdings Inc,5493007L6LS7QX18PE75,Ultra Clean Holdings Inc,90385V107,US90385V1070,UCTT,57624,NS,USD,7095819.36,1.90,Long,EC,CORP,US,N,1,N,N,N
VECO,Veeco Instruments Inc,5493004201F72ADDZW04,Veeco Instruments Inc,922417100,US9224171002,VECO,86436,NS,USD,6695332.56,1.79,Long,EC,CORP,US,N,1,N,N,N
VIAV,Viavi Solutions Inc,5493006K3E3N1QOBF092,Viavi Solutions Inc,925550105,US9255501051,VIAV,134456,NS,USD,7118100.64,1.90,Long,EC,CORP,US,N,1,N,N,N
